Resumo geral;Pagamentos pendentes;Pagamentos finalizados;Valor total
 ;$ 0,00;$ 55.875,19;$ 55.875,19
Descrição;Veículo;Fornecedor;Funcionário;Viagem;Data de cadastro;Data de vencimento;Data de pagamento;Valor total;Pago?
"";33062;DEIXAR O PASSAG DE USAR CINTO SEGU;1;$ 195,23;$ 195,23
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";10/08/2022 09:57:00;28/08/2025 09:14:00;28/08/2025 09:14:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";02/08/2022 09:35:00;28/08/2025 09:16:00;28/08/2025 09:16:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33046;TRANSITAR VELOCIDADE SUP A MAX PERMIT 20% 50%;1;$ 195,23;$ 195,23
MULTA;CVP1962 - VOLKSWAGEN 8120;DETRAN MT;"";"";17/07/2022 11:24:00;27/08/2025 10:06:00;27/08/2025 10:06:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33059;DEIXAR O CONDUTOR DE USAR O CINTO SEGURANÇA;1;$ 195,23;$ 195,23
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";11/07/2022 15:57:00;28/08/2025 09:17:00;28/08/2025 09:17:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";04/07/2022 13:53:00;28/08/2025 09:19:00;28/08/2025 09:19:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";04/07/2022 11:53:00;28/08/2025 09:20:00;28/08/2025 09:20:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";29/06/2022 09:23:00;28/08/2025 09:21:00;28/08/2025 09:21:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";26/06/2022 09:50:00;28/08/2025 09:22:00;28/08/2025 09:22:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";25/06/2022 10:07:00;29/08/2025 14:58:00;29/08/2025 14:58:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";24/06/2022 14:52:00;28/08/2025 09:23:00;28/08/2025 09:23:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;CVP1962 - VOLKSWAGEN 8120;DETRAN MT;"";"";22/06/2022 07:59:00;27/08/2025 10:19:00;27/08/2025 10:19:00;$ 880,41;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33063;TRANSITAR COM O VEÍCULO EM CICLOFAIXAS;1;$ 880,41;$ 880,41
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";30/03/2022 11:26:00;29/08/2025 14:59:00;29/08/2025 14:59:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";28/03/2022 15:46:00;28/08/2025 09:25:00;28/08/2025 09:25:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QRD-7I51 - VOLKSWAGEN 11180;DETRAN MT;"";"";26/03/2022 05:49:00;30/08/2025 08:56:00;30/08/2025 08:56:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";12/03/2022 05:19:00;29/08/2025 15:02:00;29/08/2025 15:02:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";12/03/2022 00:36:00;29/08/2025 15:05:00;29/08/2025 15:05:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";07/03/2022 20:18:00;29/08/2025 15:27:00;29/08/2025 15:27:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;KAH8I62 - HONDA CG 125;DETRAN MT;"";"";06/03/2022 12:35:00;27/08/2025 14:19:00;27/08/2025 14:19:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";08/02/2022 14:33:00;28/08/2025 09:26:00;28/08/2025 09:26:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";14/01/2022 17:41:00;29/08/2025 15:51:00;29/08/2025 15:51:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33043;CONDUZIR VEICULO COM EQP OBG INEFICIENTE;1;$ 195,23;$ 195,23
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";21/12/2021 14:11:00;"";29/08/2025 16:03:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33178;DESOBEDECER/ORDENS EMAN/AUTORIDADE/TRANSITO;1;$ 195,23;$ 195,23
MULTA;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";14/12/2021 17:53:00;27/08/2025 13:46:00;27/08/2025 13:46:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33068;DEIXAR DE CONSERVAR NAS FAIXAS DA DIREITA;1;$ 130,16;$ 130,16
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";07/12/2021 15:54:00;29/08/2025 16:10:00;29/08/2025 16:10:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33093;COND/VEÍC/EM/MAU/ESTADO/DE/ONSER;1;$ 195,23;$ 195,23
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";07/12/2021 15:54:00;29/08/2025 16:12:00;29/08/2025 16:12:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33180;PORTAR NO VEIC/PLACAS IDENIF.DESACORDO;1;$ 130,16;$ 130,16
MULTA;CVP1962 - VOLKSWAGEN 8120;DETRAN MT;"";"";07/12/2021 10:26:00;27/08/2025 10:23:00;27/08/2025 10:23:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33046;TRANSITAR VELOCIDADE SUP A MAX PERMIT 20% 50%;1;$ 130,16;$ 130,16
MULTA;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";01/12/2021 14:07:00;27/08/2025 13:34:00;27/08/2025 13:34:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";27/11/2021 13:15:00;30/08/2025 08:21:00;30/08/2025 08:21:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";11/11/2021 08:10:00;27/08/2025 13:36:00;27/08/2025 13:36:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33059;DEIXAR O CONDUTOR DE USAR O CINTO SEGURANÇA;1;$ 195,23;$ 195,23
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";05/11/2021 10:28:00;27/08/2025 15:21:00;27/08/2025 15:21:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33065;condu veic c/EQUIP obrig DESACORDO CONTRAN;1;$ 195,23;$ 195,23
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";05/11/2021 10:28:00;27/08/2025 15:23:00;27/08/2025 15:23:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33090;COND/VEIC C/ EQP SEM ILUMINAÇAO/SINALIZAÇAO;1;$ 195,23;$ 195,23
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";05/11/2021 10:28:00;27/08/2025 15:26:00;27/08/2025 15:26:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33043;CONDUZIR VEICULO COM EQP OBG INEFICIENTE;1;$ 195,23;$ 195,23
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";05/11/2021 10:27:00;27/08/2025 15:27:00;27/08/2025 15:27:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33088;COND VEICULO COM QUALQUER UMA DAS PLACAS;1;$ 293,47;$ 293,47
MULTA;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";18/10/2021 15:31:00;27/08/2025 13:50:00;27/08/2025 13:50:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33069;EM MOV DE MAN ACES LUZ BAIXA DE DIA EM ROD;1;$ 130,16;$ 130,16
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";23/08/2021 23:14:00;30/08/2025 08:22:00;30/08/2025 08:22:00;$ 1.467,35;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33187;ULTRAPASSAGEM PELA CONTRAMAO;1;$ 1.467,35;$ 1.467,35
MULTA;KCQ-5529 - MERCEDES BENZ 1113;DETRAN MT;"";"";04/05/2021 10:54:00;27/08/2025 14:26:00;27/08/2025 14:26:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;KCQ-5529 - MERCEDES BENZ 1113;DETRAN MT;"";"";04/05/2021 10:53:00;27/08/2025 14:31:00;27/08/2025 14:31:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;KCQ-5529 - MERCEDES BENZ 1113;DETRAN MT;"";"";03/05/2021 12:30:00;27/08/2025 14:39:00;27/08/2025 14:39:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33058;EM MOVIM DE DIA, DEIX DE MAN LUZ BAIXA SOB;1;$ 130,16;$ 130,16
MULTA;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";20/03/2021 09:02:00;27/08/2025 13:39:00;27/08/2025 13:39:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";04/03/2021 16:32:00;29/08/2025 15:34:00;29/08/2025 15:34:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QTW4D43 - TOYOTA/HILUX CSLSTM4FD;DETRAN MT;"";"";26/01/2021 00:00:00;30/08/2025 09:35:00;30/08/2025 09:35:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";04/12/2020 19:28:00;29/08/2025 16:14:00;29/08/2025 16:14:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;KCQ-5529 - MERCEDES BENZ 1113;DETRAN MT;"";"";19/10/2020 19:38:00;27/08/2025 14:41:00;27/08/2025 14:41:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33068;DEIXAR DE CONSERVAR NAS FAIXAS DA DIREITA;1;$ 130,16;$ 130,16
MULTA;NVX3C19 - I/TOYOTA HILUX CS4X4CHAS;DETRAN MT;"";"";08/10/2020 00:00:00;28/08/2025 09:28:00;28/08/2025 09:28:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33117;DIRIGIR VEICULO MANUSEANDO TELEFONE CELULAR;1;$ 293,47;$ 293,47
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";13/04/2020 15:03:00;27/08/2025 15:33:00;27/08/2025 15:33:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33070;COND O VEIC REGIS Q/N/ESTEJA/DEVI/LIC;1;$ 293,47;$ 293,47
MULTA;JYU-1051 - VOLKSWAGEN 8.120;DETRAN MT;"";"";21/02/2020 10:39:00;27/08/2025 13:43:00;27/08/2025 13:43:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33067;MANTER LUZ BAIXA NAS RODOVIAS;1;$ 130,16;$ 130,16
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";22/01/2020 16:40:00;27/08/2025 15:35:00;27/08/2025 15:35:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";02/01/2020 09:41:00;29/08/2025 15:35:00;29/08/2025 15:35:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33046;TRANSITAR VELOCIDADE SUP A MAX PERMIT 20% 50%;1;$ 195,23;$ 195,23
MULTA;CVP1962 - VOLKSWAGEN 8120;DETRAN MT;"";"";04/10/2019 10:23:00;27/08/2025 10:25:00;27/08/2025 10:25:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33064;COND VEIC C/DEFEITO LAMP D/FAROL  QUEIMADA;1;$ 130,16;$ 130,16
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";27/09/2019 02:17:00;29/08/2025 16:23:00;29/08/2025 16:23:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";31/07/2019 17:00:00;29/08/2025 16:26:00;29/08/2025 16:26:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33086;COND O VEÍCULO SEM EQUIPAMENTO OBRIGATÓRIO;1;$ 195,23;$ 195,23
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";31/07/2019 17:00:00;29/08/2025 16:29:00;29/08/2025 16:29:00;$ 0,00;O
"";Não possui itens 
""
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";02/07/2019 11:22:00;29/08/2025 16:31:00;29/08/2025 16:31:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33182;DIRIGIR VEICULO UTILIZANDO-SE DE TELEFONE;1;$ 130,16;$ 130,16
MULTA;"";DETRAN MT;"";"";03/03/2019 11:45:00;27/08/2025 10:29:00;27/08/2025 10:29:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;OQB-6A99 - FIAT/STRADA WORKING;DETRAN MT;"";"";08/02/2019 16:57:00;29/08/2025 15:37:00;29/08/2025 15:37:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33041;AVANCAR SINAL VERMELHO DO SEMAFORO;1;$ 293,47;$ 293,47
MULTA;CVP1962 - VOLKSWAGEN 8120;DETRAN MT;"";"";04/01/2019 19:39:00;27/08/2025 10:31:00;27/08/2025 10:31:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33065;condu veic c/EQUIP obrig DESACORDO CONTRAN;1;$ 195,23;$ 195,23
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";07/12/2018 14:01:00;27/08/2025 15:37:00;27/08/2025 15:37:00;$ 195,35;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33092;DESOBEDECER ORDENS DE AUTRI/DE TRANSITO;1;$ 195,35;$ 195,35
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";09/11/2018 08:51:00;27/08/2025 15:53:00;27/08/2025 15:53:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33065;condu veic c/EQUIP obrig DESACORDO CONTRAN;1;$ 195,23;$ 195,23
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";09/11/2018 08:51:00;27/08/2025 15:55:00;27/08/2025 15:55:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33043;CONDUZIR VEICULO COM EQP OBG INEFICIENTE;1;$ 195,23;$ 195,23
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";09/11/2018 08:51:00;27/08/2025 15:56:00;29/08/2025 14:00:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33093;COND/VEÍC/EM/MAU/ESTADO/DE/ONSER;1;$ 195,23;$ 195,23
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";06/09/2018 18:54:00;27/08/2025 15:59:00;27/08/2025 15:59:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33046;TRANSITAR VELOCIDADE SUP A MAX PERMIT 20% 50%;1;$ 195,23;$ 195,23
MULTA;CVP1962 - VOLKSWAGEN 8120;DETRAN MT;"";"";31/08/2018 12:54:00;27/08/2025 10:34:00;27/08/2025 10:34:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33066;TRANSIT PELA CONTRAMAO EM VIA DE SENT UNICO;1;$ 293,47;$ 293,47
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";05/08/2018 11:28:00;29/08/2025 16:36:00;29/08/2025 16:36:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";11/06/2018 14:59:00;27/08/2025 16:06:00;27/08/2025 16:06:00;$ 130,16;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33038;TRANSITAR EM VELOCIDADE SUPERIOR A 20%;1;$ 130,16;$ 130,16
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";20/02/2018 08:56:00;27/08/2025 16:07:00;27/08/2025 16:07:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33065;condu veic c/EQUIP obrig DESACORDO CONTRAN;1;$ 195,23;$ 195,23
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";20/02/2018 08:56:00;27/08/2025 16:30:00;27/08/2025 16:30:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33086;COND O VEÍCULO SEM EQUIPAMENTO OBRIGATÓRIO;1;$ 195,23;$ 195,23
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";20/02/2018 08:56:00;27/08/2025 16:33:00;27/08/2025 16:33:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33070;COND O VEIC REGIS Q/N/ESTEJA/DEVI/LIC;1;$ 293,47;$ 293,47
MULTA;LKQ-1G03 - VW/8.120 EURO3;DETRAN MT;"";"";11/02/2018 08:45:00;27/08/2025 16:35:00;27/08/2025 16:35:00;$ 880,41;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33094;transitar/velocidade superior a maxima de 50%;1;$ 880,41;$ 880,41
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";17/08/2017 10:51:00;29/08/2025 16:37:00;29/08/2025 16:37:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33043;CONDUZIR VEICULO COM EQP OBG INEFICIENTE;1;$ 195,23;$ 195,23
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";17/08/2017 10:51:00;30/08/2025 07:49:00;30/08/2025 07:49:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33070;COND O VEIC REGIS Q/N/ESTEJA/DEVI/LIC;1;$ 293,47;$ 293,47
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";27/07/2017 20:53:00;30/08/2025 07:52:00;30/08/2025 07:52:00;$ 293,47;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33070;COND O VEIC REGIS Q/N/ESTEJA/DEVI/LIC;1;$ 293,47;$ 293,47
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";17/02/2017 23:08:00;30/08/2025 07:53:00;30/08/2025 07:53:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33093;COND/VEÍC/EM/MAU/ESTADO/DE/ONSER;1;$ 195,23;$ 195,23
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";13/07/2016 00:00:00;30/08/2025 07:54:00;30/08/2025 07:54:00;$ 574,61;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33183;Dirigir veículo sem possuir CNH/PPD/ACC;1;$ 574,61;$ 574,61
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";01/06/2016 15:44:00;30/08/2025 07:57:00;30/08/2025 07:57:00;$ 53,20;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33184;COND/VEICU/S OS DOC PORTE OBRIGATORIO;1;$ 53,20;$ 53,20
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";01/06/2016 15:43:00;30/08/2025 08:01:00;30/08/2025 08:01:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33093;COND/VEÍC/EM/MAU/ESTADO/DE/ONSER;1;$ 195,23;$ 195,23
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";31/05/2016 09:19:00;30/08/2025 08:02:00;30/08/2025 08:02:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33059;DEIXAR O CONDUTOR DE USAR O CINTO SEGURANÇA;1;$ 195,23;$ 195,23
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";18/10/2015 08:35:00;30/08/2025 08:07:00;30/08/2025 08:07:00;$ 195,23;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33059;DEIXAR O CONDUTOR DE USAR O CINTO SEGURANÇA;1;$ 195,23;$ 195,23
MULTA;QBK-1J74 - FORD CARGO 816;DETRAN MT;"";"";04/06/2015 15:10:00;30/08/2025 08:08:00;30/08/2025 08:08:00;$ 85,13;O
"";ID;Item;Quantidade;Valor unitário;Valor total
"";33185;COND VEI. CARGA C/FALTA DE INSCRICAO TARA;1;$ 85,13;$ 85,13
